Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
1,1,1,0,66,1,0,1,1,1,1,1,1,1,108.45,7076.35,4582,False,True,True,False,False,True,False
1,0,1,1,29,1,1,0,0,0,0,1,0,1,60.2,1834.15,5517,False,False,False,False,False,False,True
0,1,1,0,65,1,1,1,1,0,0,1,0,0,94.4,6126.15,5348,False,False,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.5,20.5,4454,False,False,False,True,False,False,True
0,1,0,0,20,1,0,0,0,0,0,1,0,1,85.8,1727.5,3336,False,True,True,False,True,False,False
1,0,0,0,3,1,0,0,0,0,0,0,0,0,20.7,57.5,2011,False,False,False,True,False,False,True
1,1,1,1,22,0,1,0,0,0,0,1,0,0,40.05,880.2,2061,True,False,False,False,False,False,True
0,0,1,1,62,1,1,0,1,0,0,0,1,0,54.75,3425.35,5010,False,False,False,False,True,False,False
0,0,0,0,5,1,0,0,0,0,0,0,0,0,20.15,117.95,5020,False,False,False,True,False,False,True
0,0,0,0,26,1,1,0,1,1,0,1,1,1,95.85,2475.35,3834,False,False,True,False,False,False,False
0,0,1,1,55,1,0,0,0,0,0,0,1,0,19.15,998.1,5390,False,False,False,True,True,False,False
1,0,0,0,24,1,0,0,0,0,0,0,1,0,24.6,592.65,5448,False,True,False,True,False,True,False
1,0,0,0,2,1,0,1,0,0,0,0,0,1,82.0,184.65,3051,False,True,True,False,False,True,False
1,0,0,0,68,1,0,1,1,0,0,0,1,0,79.6,5461.45,5210,False,False,True,False,True,False,False
0,0,1,0,59,1,1,1,1,0,1,1,1,1,109.15,6557.75,5186,False,True,True,False,True,False,False
0,0,0,0,11,1,0,0,0,0,0,0,1,0,20.0,211.95,3731,False,False,False,True,False,False,True
1,1,1,0,3,1,0,1,1,0,1,1,0,1,105.9,334.65,2715,False,True,True,False,False,True,False
1,0,1,0,31,1,0,0,1,0,1,1,1,1,93.8,2939.8,2510,False,False,True,False,False,True,False
1,0,0,0,6,1,0,0,0,0,0,0,0,0,44.75,270.95,2087,False,False,False,False,False,True,False
1,0,0,1,1,0,0,0,0,0,0,0,0,0,24.2,24.2,4276,True,False,False,False,False,False,True
0,1,0,0,21,1,0,0,0,0,1,1,0,1,94.25,1973.75,4819,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,4099,False,False,False,True,False,False,True
0,0,1,0,65,1,0,1,1,1,1,1,1,1,108.05,7118.9,6047,False,True,True,False,True,False,False
0,0,0,1,25,1,0,1,0,1,0,0,1,1,54.75,1266.35,5136,False,False,False,False,True,False,False
0,0,0,1,3,1,1,0,0,1,0,0,0,1,55.1,154.65,4412,False,False,False,False,False,False,True
1,0,0,0,5,1,0,0,0,1,1,1,0,1,96.1,453.4,4192,False,False,True,False,False,True,False
0,1,1,0,65,1,1,0,1,0,1,1,0,0,105.25,6786.4,4196,False,True,True,False,False,False,False
1,1,1,0,44,0,0,1,0,0,0,0,0,1,30.35,1359.7,4829,True,False,False,False,False,True,False
1,0,1,0,59,1,1,0,0,1,0,1,1,1,69.1,4096.9,4765,False,True,False,False,False,False,True
0,0,1,0,28,1,0,0,0,0,0,0,0,0,20.5,563.05,5145,False,False,False,True,False,False,True
1,0,1,0,67,1,1,1,1,0,1,1,1,1,111.3,7482.1,4146,False,True,True,False,False,True,False
1,0,1,1,47,0,1,0,1,1,0,0,1,0,40.3,1794.8,5040,True,False,False,False,False,True,False
1,0,0,0,10,1,0,1,0,0,1,0,0,1,59.65,638.95,2385,False,False,False,False,False,False,True
0,0,1,0,19,1,0,1,0,0,0,1,0,1,59.8,1130.85,3652,False,False,False,False,False,False,True
1,0,0,0,2,1,1,0,0,0,0,1,0,0,90.75,174.75,4766,False,True,True,False,False,False,True
0,0,1,1,28,1,0,0,0,0,0,0,1,1,70.4,1992.2,5195,False,False,True,False,False,False,False
0,0,0,0,15,1,0,0,0,0,0,0,0,0,48.85,631.4,3762,False,True,False,False,False,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.55,19.55,5607,False,False,False,True,False,False,True
1,1,0,1,7,1,0,0,0,0,0,0,0,1,45.75,344.2,3779,False,False,False,False,False,False,True
1,0,0,1,25,1,0,0,0,0,0,0,0,0,20.8,460.2,3274,False,False,False,True,False,False,True
0,0,0,0,16,1,0,0,1,0,0,1,0,1,65.2,1043.35,4722,False,True,False,False,True,False,False
0,0,0,0,20,1,0,0,0,0,0,0,1,0,19.5,403.15,4700,False,False,False,True,False,False,True
1,0,0,1,1,1,0,0,0,0,0,0,0,0,19.75,19.75,2611,False,False,False,True,False,False,True
1,0,1,0,9,1,0,0,1,0,0,0,0,1,79.35,661.25,4533,False,True,True,False,False,False,False
1,0,0,0,17,1,1,1,1,1,1,0,0,1,106.65,1672.1,2754,False,True,True,False,False,False,False
1,1,1,0,7,1,0,0,0,0,0,0,0,1,74.85,485.25,2259,False,True,True,False,False,True,False
1,0,0,0,4,1,0,0,0,0,0,0,0,1,76.05,318.9,3685,False,True,True,False,False,True,False
1,0,1,0,58,1,0,0,1,0,0,0,1,0,50.3,2878.55,5232,False,False,False,False,True,False,False
1,0,1,0,40,1,0,1,1,0,0,0,0,1,80.0,3168.75,2478,False,False,True,False,False,True,False
1,0,1,1,18,1,1,0,1,0,1,0,0,1,87.9,1500.5,5192,False,False,True,False,False,False,True
0,0,0,0,9,1,1,1,0,0,1,1,0,1,74.65,703.55,5900,False,False,False,False,False,True,False
0,0,0,0,39,1,1,0,1,1,1,0,1,1,95.55,3692.85,2767,False,False,True,False,False,True,False
1,1,1,0,60,1,0,1,1,0,1,1,1,1,104.35,6339.45,4040,False,True,True,False,False,True,False
0,1,1,0,3,1,0,0,0,0,1,0,0,1,80.4,224.05,3834,False,False,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,3522,False,False,False,False,False,False,True
0,0,0,0,34,1,1,0,1,1,1,1,1,1,79.95,2727.3,3570,False,False,False,False,False,False,False
1,1,0,0,27,1,0,1,0,0,0,0,0,1,81.45,2122.05,2571,False,True,True,False,False,True,False
0,0,0,1,1,1,1,0,0,0,0,0,0,0,49.9,49.9,5969,False,False,False,False,False,False,True
0,0,1,1,2,1,0,0,1,1,1,1,0,1,104.4,242.8,4690,False,True,True,False,False,True,False
0,0,1,1,7,1,1,1,1,0,1,0,1,0,69.45,477.05,3334,False,False,False,False,False,True,False
0,0,1,1,6,1,0,0,0,0,0,0,0,0,45.5,285.2,5450,False,False,False,False,False,False,True
0,0,0,0,4,1,0,1,0,0,0,0,0,0,50.7,151.3,4930,False,False,False,False,True,False,False
1,0,0,0,9,1,0,0,0,0,1,1,0,1,95.5,829.1,5007,False,True,True,False,False,True,False
0,0,1,1,12,1,0,0,1,0,1,0,0,1,58.35,740.55,5068,False,False,False,False,True,False,False
1,0,1,0,42,1,1,0,0,0,0,0,1,0,56.1,2386.85,5904,False,True,False,False,True,False,False
0,0,0,0,5,1,1,0,1,0,0,0,0,0,55.8,300.4,5104,False,False,False,False,True,False,False
1,0,1,0,19,1,1,1,0,1,0,0,0,1,88.8,1672.35,4600,False,True,True,False,True,False,False
1,0,0,1,40,0,1,1,0,1,0,0,1,0,40.25,1564.05,4288,True,False,False,False,False,False,True
1,0,1,0,30,1,0,0,0,0,0,0,0,0,49.9,1441.95,3712,False,True,False,False,False,True,False
1,0,1,0,45,1,0,1,0,0,0,0,0,0,81.4,3775.85,5602,False,True,True,False,False,False,False
1,0,1,0,41,1,0,1,0,0,0,0,0,1,80.25,3439.0,5757,False,True,True,False,False,True,False
0,1,0,0,14,1,1,1,0,0,0,0,0,0,78.85,1043.8,5327,False,False,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,21.1,21.1,2810,False,False,False,True,False,False,True
1,0,0,1,52,1,0,0,0,0,0,0,1,0,19.65,928.4,4279,False,False,False,True,True,False,False
0,0,1,0,2,1,0,0,0,0,0,0,0,0,20.1,43.15,4158,False,False,False,True,False,False,False
1,0,0,0,3,1,0,0,0,1,0,0,0,1,50.25,152.3,2166,False,False,False,False,False,False,True
0,0,0,0,1,1,0,1,0,1,1,0,0,0,91.7,91.7,4319,False,False,True,False,False,True,False
1,0,0,0,7,1,0,0,1,1,1,0,0,0,64.3,445.95,4010,False,False,False,False,False,False,False
1,0,1,0,14,1,0,0,0,1,0,0,0,0,48.8,664.4,2168,False,False,False,False,False,False,False
1,1,1,0,41,0,0,1,1,0,1,1,0,1,53.95,2215.4,3920,True,False,False,False,False,True,False
0,0,1,0,51,0,0,1,0,0,1,1,0,1,49.65,2553.35,5528,True,False,False,False,False,True,False
1,1,1,0,7,1,1,1,0,0,0,1,0,1,94.7,673.1,3591,False,True,True,False,True,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.1,20.1,5747,False,False,False,True,False,False,True
0,0,1,0,41,1,1,1,1,0,1,1,1,1,104.45,4162.05,2719,False,False,True,False,False,False,False
1,0,0,0,29,1,0,1,1,1,0,1,1,0,100.55,2830.45,3055,False,True,True,False,True,False,False
1,0,1,1,5,1,1,0,1,0,0,1,0,1,90.35,434.5,4014,False,False,True,False,False,False,True
0,0,1,1,68,1,0,1,0,1,0,0,1,1,83.65,5733.4,5958,False,True,True,False,False,False,False
0,0,0,1,19,1,1,1,1,0,0,0,0,1,60.6,1297.8,2463,False,False,False,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.95,20.95,2285,False,False,False,True,False,False,False
1,0,0,0,1,0,0,0,0,0,0,1,0,1,35.25,35.25,2548,True,False,False,False,False,False,False
0,0,1,0,69,1,1,1,0,1,1,1,1,1,106.4,7251.9,4328,False,False,True,False,True,False,False
0,0,1,0,41,1,1,1,1,1,1,1,0,1,113.6,4594.95,4963,False,True,True,False,False,False,False
1,0,0,0,18,1,0,0,1,0,0,1,0,1,90.7,1597.25,2931,False,True,True,False,True,False,False
1,0,0,0,3,1,0,0,0,0,1,0,0,0,53.4,188.7,2755,False,False,False,False,True,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,3061,False,False,False,True,False,False,False
1,0,0,0,43,1,0,0,0,0,1,1,1,0,94.35,3921.3,5845,False,True,True,False,False,False,True
1,0,0,0,58,1,0,1,1,0,1,1,1,1,103.25,6017.65,6105,False,True,True,False,False,False,False
1,1,1,0,17,1,0,0,0,0,1,1,0,1,94.8,1563.9,4831,False,True,True,False,False,True,False
0,1,0,0,50,1,1,1,0,0,0,0,0,1,83.4,4113.7,4977,False,True,True,False,False,True,False
0,0,1,0,42,1,0,0,0,0,1,0,0,1,77.95,3384.0,5396,False,False,True,False,True,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,75.45,75.45,5518,False,True,True,False,False,True,False
1,1,0,0,9,1,0,0,0,0,0,1,0,1,85.05,746.5,5095,False,True,True,False,False,True,False
0,0,1,0,4,1,0,0,0,0,0,0,0,0,20.15,91.4,2198,False,False,False,True,False,True,False
1,0,1,1,25,1,0,0,0,1,0,0,1,1,55.1,1466.1,2499,False,True,False,False,False,False,True
1,0,1,1,1,1,0,0,0,0,0,0,0,0,19.75,19.75,3068,False,False,False,True,False,True,False
0,0,0,0,45,1,0,1,0,0,1,0,0,1,89.3,4016.85,4880,False,True,True,False,True,False,False
0,1,0,0,16,1,1,0,0,0,0,0,0,1,54.1,889.0,2276,False,True,False,False,False,True,False
1,1,1,0,15,1,0,0,0,0,0,1,0,1,85.6,1345.55,4981,False,True,True,False,False,False,False
1,0,1,1,27,1,0,0,0,1,1,1,0,0,71.6,1957.1,3773,False,True,False,False,False,False,False
1,0,1,1,13,1,0,0,0,0,0,0,0,0,44.8,559.2,4680,False,False,False,False,False,False,False
0,0,1,1,41,1,0,1,1,1,1,1,1,1,109.1,4454.25,4854,False,True,True,False,False,False,False
0,0,1,0,27,1,0,1,0,0,0,0,0,1,76.1,2093.4,3291,False,False,True,False,False,True,False
0,0,1,1,41,1,1,1,0,0,1,0,0,1,94.3,3893.6,2196,False,True,True,False,False,False,False
1,0,1,1,60,1,1,1,0,1,1,1,0,1,79.05,4663.4,5275,False,False,False,False,True,False,False
1,0,0,0,24,1,0,1,0,0,0,0,0,1,49.7,1218.25,2911,False,False,False,False,False,False,True
1,0,0,0,11,1,0,0,1,0,0,0,0,0,53.75,608.0,3407,False,True,False,False,False,True,False
1,0,0,0,5,1,0,1,0,0,0,0,0,1,74.65,383.65,3319,False,False,True,False,False,True,False
1,0,0,1,15,1,0,0,0,0,0,0,0,1,24.8,324.15,3965,False,True,False,True,False,True,False
1,0,0,0,20,1,0,1,0,0,0,0,0,1,51.8,1023.85,2764,False,False,False,False,False,False,True
1,0,0,0,45,1,1,0,0,0,0,0,0,1,50.9,2298.55,5274,False,False,False,False,False,False,False
1,1,1,0,9,1,0,0,0,0,0,0,1,0,19.85,183.15,5601,False,False,False,True,True,False,False
1,0,0,0,56,1,0,0,0,0,0,0,1,1,21.2,1238.65,6473,False,False,False,True,False,False,True
1,0,1,0,23,1,0,0,0,0,0,0,1,1,48.35,1067.15,4580,False,True,False,False,True,False,False
0,0,1,0,32,1,0,1,0,0,0,1,0,0,84.15,2585.95,4017,False,False,True,False,False,False,False
0,0,0,0,40,1,0,0,0,0,0,1,0,0,83.85,3532.25,4294,False,True,True,False,False,False,False
1,1,0,0,2,1,0,0,0,0,0,0,0,1,44.15,92.65,5655,False,False,False,False,False,True,False
1,0,0,1,1,1,0,1,0,0,0,0,0,1,49.9,49.9,3239,False,False,False,False,False,True,False
0,0,0,0,16,1,0,0,0,0,0,0,1,0,19.05,326.65,4336,False,False,False,True,False,False,True
0,0,1,0,63,1,1,0,0,0,1,1,1,1,99.65,6311.2,4572,False,True,True,False,True,False,False
0,0,0,0,4,1,0,0,0,0,0,0,0,1,75.65,302.35,5396,False,True,True,False,False,True,False
0,0,0,0,41,1,0,0,0,0,0,0,1,1,20.25,865.0,3972,False,False,False,True,True,False,False
1,1,0,0,8,1,0,1,0,0,0,0,0,1,74.5,606.55,4345,False,False,True,False,False,True,False
1,0,0,0,22,1,0,1,1,0,1,0,0,1,89.4,2001.5,5438,False,False,True,False,False,True,False
1,0,1,1,34,1,0,0,0,0,0,1,1,1,78.95,2647.2,2074,False,False,True,False,False,False,False
1,0,0,0,1,1,0,0,0,1,0,0,0,1,74.3,74.3,3063,False,False,True,False,False,False,True
1,0,0,0,68,0,0,0,1,0,0,1,0,1,39.9,2796.35,6270,True,False,False,False,False,False,False
0,0,0,0,12,0,1,0,0,1,0,0,1,1,33.6,435.45,2990,True,False,False,False,False,False,True
0,0,0,0,10,1,0,1,0,0,0,0,0,0,51.2,498.25,5765,False,False,False,False,False,True,False
1,0,0,1,6,1,0,0,0,0,0,0,0,1,20.2,98.35,3478,False,False,False,True,False,False,True
1,0,1,1,22,1,0,0,0,1,0,0,0,1,51.1,1232.9,5329,False,False,False,False,False,True,False
0,0,0,1,2,1,1,0,0,0,0,1,0,1,61.2,125.95,5056,False,False,False,False,True,False,False
1,0,0,0,14,0,0,1,0,0,0,0,0,1,31.1,419.7,3448,True,False,False,False,False,False,True
0,0,1,0,14,1,0,0,1,0,0,1,0,1,87.25,1258.6,4786,False,True,True,False,False,True,False
0,0,0,0,13,1,0,0,0,0,0,0,0,1,75.0,999.45,2189,False,True,True,False,False,False,True
1,0,0,0,10,1,0,0,0,0,0,0,0,1,44.85,435.4,4061,False,False,False,False,True,False,False
0,0,1,0,1,1,0,0,0,0,1,0,0,1,80.05,80.05,2943,False,False,True,False,False,False,True
0,0,0,0,13,1,0,0,0,0,0,1,0,1,85.95,1215.65,5886,False,True,True,False,False,True,False
1,0,1,0,51,0,1,1,1,0,1,1,1,0,59.3,3014.65,5633,True,False,False,False,False,True,False
0,0,0,0,31,1,0,0,0,0,0,0,0,1,76.05,2227.8,2421,False,True,True,False,False,True,False
0,0,0,0,56,1,0,1,0,0,0,0,0,1,73.85,4092.85,5276,False,False,True,False,False,True,False
0,0,1,0,57,1,0,1,1,0,1,1,0,1,104.5,5921.35,4471,False,True,True,False,True,False,False
0,1,0,0,53,1,1,1,0,1,0,1,1,1,96.75,5206.55,4766,False,False,True,False,False,False,True
0,0,0,0,32,1,1,0,1,1,1,1,1,1,109.55,3608.0,5076,False,True,True,False,False,False,False
1,0,0,0,63,1,0,1,0,1,1,1,0,0,105.4,6713.2,4551,False,True,True,False,False,True,False
1,0,0,1,13,1,0,0,0,0,1,1,0,0,66.4,831.75,3660,False,False,False,False,True,False,False
0,0,1,1,24,1,0,0,0,0,0,0,1,0,19.9,533.5,4158,False,False,False,True,False,False,True
1,0,0,0,43,1,0,0,0,1,1,1,1,1,100.0,4211.55,4760,False,True,True,False,False,True,False
0,0,1,0,17,1,0,1,0,0,1,1,0,1,75.4,1322.55,4852,False,True,False,False,False,False,False
0,0,0,0,63,1,0,1,0,0,1,1,1,0,99.9,6137.0,4776,False,True,True,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.45,19.45,5687,False,False,False,True,False,False,True
1,0,0,0,18,0,1,0,1,0,0,0,0,0,33.6,550.35,5388,True,False,False,False,False,False,True
0,0,0,0,25,0,0,0,1,1,1,1,1,0,54.2,1423.15,4458,True,False,False,False,False,True,False
0,0,0,0,39,0,0,0,1,0,1,1,0,1,50.65,1905.4,5433,True,False,False,False,True,False,False
1,0,0,0,69,1,0,1,1,1,1,1,1,1,104.05,7262.0,4254,False,False,True,False,False,False,False
1,1,0,0,35,1,0,0,1,0,1,1,0,1,99.05,3395.8,2074,False,True,True,False,False,True,False
1,0,0,1,22,1,0,1,0,0,1,0,0,1,89.1,1949.4,4459,False,True,True,False,True,False,False
1,0,0,0,3,1,0,0,0,1,1,0,0,1,65.25,209.9,2562,False,True,False,False,False,False,True
0,0,0,0,1,1,0,0,0,0,0,1,0,1,85.0,85.0,5679,False,True,True,False,False,True,False
0,0,0,0,49,1,0,0,0,0,0,1,0,1,84.5,3906.7,6434,False,True,True,False,False,True,False
1,0,0,0,58,1,0,0,0,1,0,0,0,0,80.65,4807.35,6043,False,True,True,False,False,False,False
1,0,0,0,2,1,0,0,0,0,1,0,0,1,80.25,144.55,5055,False,False,True,False,False,True,False
1,0,1,0,35,1,0,1,0,1,1,0,1,1,69.0,2441.7,5283,False,True,False,False,False,True,False
0,0,1,1,23,1,0,0,0,0,0,1,0,0,85.6,1868.4,3513,False,True,True,False,False,True,False
0,1,1,1,12,0,0,0,0,1,0,0,0,1,29.3,355.9,3353,True,False,False,False,False,False,True
1,0,1,0,53,1,1,0,1,0,0,1,0,0,93.9,5029.2,5543,False,True,True,False,False,True,False
0,0,1,0,21,0,1,0,1,0,1,1,1,1,55.95,1157.05,5531,True,False,False,False,False,True,False
1,0,1,0,25,1,0,0,1,0,0,0,0,0,55.55,1405.3,2950,False,True,False,False,True,False,False
0,0,0,0,30,1,0,1,0,0,1,1,0,1,100.2,2983.8,3598,False,True,True,False,False,True,False
1,0,0,0,1,1,0,1,0,0,0,1,0,1,90.85,90.85,3424,False,True,True,False,True,False,False
0,0,0,0,6,1,0,0,0,0,0,1,0,1,55.0,340.4,2629,False,False,False,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.1,44.1,5955,False,False,False,False,False,True,False
1,0,1,1,15,1,1,0,0,1,1,1,1,0,101.9,1667.25,3707,False,False,True,False,False,True,False
0,0,1,0,4,0,0,0,0,0,0,0,0,1,25.15,99.95,3891,True,False,False,False,False,True,False
0,0,1,0,50,1,1,0,1,0,1,1,1,1,104.4,5232.9,6100,False,True,True,False,False,False,True
0,0,1,0,66,1,1,1,0,1,0,0,1,0,89.0,5898.6,4488,False,True,True,False,False,True,False
1,0,0,0,8,1,0,0,0,0,1,0,0,1,59.25,436.6,3003,False,True,False,False,False,True,False
0,0,0,0,6,1,0,0,0,0,1,1,0,0,89.3,577.6,5800,False,False,True,False,False,True,False
1,0,0,0,2,1,0,0,0,0,0,0,0,0,19.85,51.6,3300,False,False,False,True,False,False,True
0,0,0,0,9,1,0,0,0,0,0,0,0,0,19.5,150.35,4883,False,False,False,True,False,False,False
1,1,1,1,68,1,0,0,0,0,0,0,1,0,19.5,1193.55,5443,False,False,False,True,False,False,False
1,0,0,0,1,1,0,0,0,0,1,1,0,1,89.55,89.55,4996,False,False,True,False,False,True,False
1,0,1,1,43,1,0,0,1,1,1,1,1,1,104.3,4451.85,3927,False,True,True,False,True,False,False
1,0,1,1,47,1,1,0,1,0,0,1,0,0,90.05,4137.2,3291,False,False,True,False,False,True,False
1,0,1,1,31,1,0,0,0,0,0,0,0,1,20.65,702.05,2990,False,False,False,True,False,True,False
0,1,0,0,20,1,0,1,1,0,0,1,0,1,94.1,1782.4,2666,False,True,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.65,69.65,5258,False,False,True,False,False,True,False
1,1,1,0,65,1,0,1,1,0,1,1,1,1,103.15,6792.45,6441,False,True,True,False,False,False,False
0,0,1,0,1,1,0,0,0,0,1,0,0,1,79.35,79.35,3492,False,False,True,False,False,False,False
0,0,0,0,15,1,1,0,1,1,1,1,0,0,105.1,1582.75,2122,False,False,True,False,False,True,False
0,0,1,1,28,1,0,0,0,1,0,1,1,1,90.45,2509.25,5823,False,True,True,False,False,True,False
1,0,0,0,71,1,1,1,1,1,1,1,1,1,116.3,8309.55,4644,False,True,True,False,False,False,False
1,0,0,0,7,0,0,0,1,1,0,0,1,1,35.5,249.55,5124,True,False,False,False,True,False,False
0,0,1,0,56,1,1,1,1,0,1,1,1,0,109.8,6109.65,5648,False,True,True,False,False,False,False
1,0,1,1,66,1,0,0,0,0,0,0,1,1,25.7,1714.55,5517,False,True,False,True,True,False,False
0,0,0,0,11,1,1,0,0,0,0,0,0,0,76.4,838.7,4033,False,False,True,False,False,True,False
0,0,1,0,49,1,0,0,0,0,0,0,1,0,20.7,1032.05,4074,False,False,False,True,True,False,False
1,1,1,1,29,1,0,0,1,0,1,1,0,1,103.95,2964.8,3733,False,True,True,False,False,True,False
0,0,1,0,42,1,0,0,1,1,0,0,0,1,84.3,3588.4,2514,False,True,True,False,False,True,False
0,0,0,0,41,1,0,0,0,0,0,0,1,1,24.85,962.25,3089,False,True,False,True,False,False,True
0,0,0,0,2,1,0,0,1,0,0,0,0,0,80.6,155.8,2683,False,True,True,False,False,False,True
1,1,1,0,51,1,1,0,1,0,1,0,0,1,93.8,4750.95,4788,False,True,True,False,False,False,False
0,0,1,0,16,1,0,0,0,0,1,0,0,1,84.95,1378.25,3075,False,True,True,False,False,True,False
0,0,0,1,13,1,0,1,1,0,0,0,0,1,79.25,1111.65,5142,False,False,True,False,False,True,False
1,0,1,0,40,1,0,1,0,0,0,0,0,1,50.15,2058.5,2454,False,False,False,False,False,False,True
0,0,1,1,69,1,0,1,1,1,1,1,1,1,108.75,7493.05,5874,False,True,True,False,False,False,False
0,0,0,0,24,1,0,0,0,0,0,0,1,0,21.05,531.55,2050,False,False,False,True,False,False,False
0,0,1,0,31,1,0,0,0,0,0,0,0,1,19.55,658.95,2687,False,False,False,True,False,False,True
0,1,0,0,12,1,0,1,0,0,1,0,0,1,91.3,1094.5,4703,False,True,True,False,False,True,False
0,0,1,0,16,1,0,1,0,0,1,1,0,1,100.0,1534.75,3794,False,True,True,False,False,True,False
0,0,0,0,61,1,0,0,0,0,0,0,1,0,19.45,1336.35,4559,False,False,False,True,False,False,False
1,0,0,0,69,1,0,1,0,1,1,1,1,1,105.2,7386.05,6247,False,True,True,False,False,False,False
0,0,1,0,69,1,0,0,0,0,0,0,1,1,26.3,1763.55,5418,False,True,False,True,False,True,False
1,1,0,0,3,1,0,0,1,0,1,0,0,0,91.05,289.1,2194,False,True,True,False,False,True,False
1,1,1,0,11,1,0,0,0,0,0,0,0,1,70.2,834.7,2848,False,False,True,False,False,True,False
0,0,1,0,61,1,1,1,0,1,0,1,1,0,93.7,5860.7,4300,False,False,True,False,False,False,False
1,0,0,0,10,1,0,1,0,0,0,0,0,0,79.85,797.25,5739,False,True,True,False,False,True,False
0,0,0,0,13,0,0,1,0,0,0,0,0,0,29.15,357.15,2876,True,False,False,False,False,True,False
0,0,1,0,63,1,0,1,0,0,1,1,1,1,96.0,6109.75,5016,False,False,True,False,False,True,False
0,0,1,0,33,1,1,1,1,0,0,0,1,1,58.45,1955.4,4276,False,False,False,False,False,False,True
1,0,0,0,6,1,0,0,0,0,0,0,0,1,69.1,435.0,5741,False,False,True,False,False,True,False
1,0,0,1,1,1,0,0,0,0,0,0,0,1,19.3,19.3,4136,False,False,False,True,False,False,True
1,0,1,0,72,1,0,0,1,0,1,1,0,1,94.65,6747.35,5943,False,False,True,False,False,True,False
1,0,1,1,53,1,0,1,0,1,1,0,0,1,92.55,4779.45,4700,False,False,True,False,False,True,False
1,0,0,0,9,1,0,0,0,0,0,0,0,1,76.25,684.85,2062,False,True,True,False,False,True,False
0,0,0,0,20,1,1,0,1,0,1,0,0,1,89.4,1871.15,2098,False,False,True,False,False,False,False
1,1,0,0,35,1,0,0,1,0,1,1,0,1,101.4,3496.3,3689,False,True,True,False,False,True,False
1,0,0,1,1,1,0,0,1,0,0,0,0,1,49.85,49.85,5323,False,False,False,False,False,True,False
1,0,0,0,64,1,1,1,1,1,1,0,1,0,81.25,5567.55,4761,False,True,False,False,False,True,False
1,1,1,0,18,1,0,0,0,0,0,1,0,0,78.55,1422.65,3521,False,False,True,False,False,True,False
0,0,1,0,9,1,1,1,1,0,0,0,0,0,91.75,865.8,4176,False,True,True,False,False,False,False
1,0,1,0,51,1,1,0,1,1,1,1,1,1,111.55,5720.35,4053,False,True,True,False,False,True,False
1,1,1,0,24,1,0,0,1,0,1,1,0,1,93.15,2231.05,2212,False,False,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,1,0,1,55.0,55.0,4877,False,False,False,False,False,True,False
0,0,0,0,10,1,0,0,0,0,0,0,0,1,74.75,799.65,5578,False,True,True,False,False,True,False
0,0,0,0,3,1,0,0,0,0,0,0,1,0,20.25,71.2,4331,False,False,False,True,False,False,True
1,0,1,0,37,1,1,0,1,0,1,1,1,0,79.25,2911.8,2322,False,True,False,False,False,False,True
1,0,1,0,9,1,0,1,1,0,0,0,0,1,79.9,741.7,4748,False,False,True,False,False,True,False
1,0,0,0,22,1,1,0,0,1,0,0,0,0,55.1,1253.15,2729,False,False,False,False,False,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.35,45.35,3980,False,False,False,False,False,False,True
1,0,0,0,3,1,0,0,0,1,0,0,0,1,50.5,147.75,5258,False,False,False,False,False,False,True
1,0,0,0,1,1,0,0,0,0,0,0,0,1,74.95,74.95,2591,False,True,True,False,False,True,False
1,0,0,0,4,1,0,0,0,0,0,1,0,1,55.3,238.5,3684,False,False,False,False,False,False,True
0,1,0,0,5,1,0,0,1,0,0,0,0,1,75.55,349.65,4028,False,False,True,False,True,False,False
1,0,1,0,29,1,1,1,0,0,0,0,0,1,84.45,2467.1,2651,False,True,True,False,False,True,False
0,0,0,0,53,1,0,1,1,0,1,1,1,1,100.3,5200.8,5377,False,False,True,False,False,False,True
1,0,1,0,67,1,0,1,1,0,1,1,1,0,104.1,7040.85,4857,False,True,True,False,False,True,False
0,0,0,0,46,1,1,1,1,0,1,0,1,1,95.65,4664.2,4727,False,False,True,False,True,False,False
1,0,1,1,1,1,0,0,0,0,0,0,0,1,20.15,20.15,3960,False,False,False,True,False,False,False
